Treatment,Concentration ,Days post infection,Insect.Species,Mortality,Wastes,Replicates
Metarhizium sp.FAW,C3,5,FAW,2,10.17,4
Metarhizium sp.FAW,C3,5,FAW,2,10.26,5
Trichoderma sp.FAW,C3,5,C.butyrospermi,1,15.25,1
Trichoderma sp.FAW,C3,5,C.butyrospermi,1,16.3,2
Trichoderma sp.FAW,C3,5,C.butyrospermi,2,11.3,3
Trichoderma sp.FAW,C3,5,C.butyrospermi,1,17.5,4
Trichoderma sp.FAW,C3,5,C.butyrospermi,1,15.3,5
Trichoderma sp.FAW,C3,5,FAW,1,12.3,1
Trichoderma sp.FAW,C3,5,FAW,2,10.3,2
Trichoderma sp.FAW,C3,5,FAW,3,10.2,3
Trichoderma sp.FAW,C3,5,FAW,1,11.6,4
Trichoderma sp.FAW,C3,5,FAW,2,10.3,5
M.pingshaense,C3,6,C.butyrospermi,2,22.4,1
M.pingshaense,C3,6,C.butyrospermi,1,25.11,2
M.pingshaense,C3,6,C.butyrospermi,1,25.85,3
M.pingshaense,C3,6,C.butyrospermi,0,29.1,4
M.pingshaense,C3,6,C.butyrospermi,0,29.1,5
M.pingshaense,C3,6,FAW,1,17.76,1
M.pingshaense,C3,6,FAW,1,16.9,2
M.pingshaense,C3,6,FAW,1,17.8,3
M.pingshaense,C3,6,FAW,2,16.3,4
M.pingshaense,C3,6,FAW,1,16.41,5
Metarhizium sp.FAW,C3,6,C.butyrospermi,2,25.6,1
Metarhizium sp.FAW,C3,6,C.butyrospermi,2,12.4,2
Metarhizium sp.FAW,C3,6,C.butyrospermi,0,19.3,3
Metarhizium sp.FAW,C3,6,C.butyrospermi,2,14.3,4
Metarhizium sp.FAW,C3,6,C.butyrospermi,1,24.9,5
Metarhizium sp.FAW,C3,6,FAW,5,8.34,1
Metarhizium sp.FAW,C3,6,FAW,1,4.96,2
Metarhizium sp.FAW,C3,6,FAW,2,3.38,3
Metarhizium sp.FAW,C3,6,FAW,2,8.21,4
Metarhizium sp.FAW,C3,6,FAW,2,9.27,5
Trichoderma sp.FAW,C3,6,C.butyrospermi,2,13.84,1
Trichoderma sp.FAW,C3,6,C.butyrospermi,3,15.34,2
Trichoderma sp.FAW,C3,6,C.butyrospermi,2,8.46,3
Trichoderma sp.FAW,C3,6,C.butyrospermi,2,14.3,4
Trichoderma sp.FAW,C3,6,C.butyrospermi,1,16.7,5
Trichoderma sp.FAW,C3,6,FAW,3,9.3,1
Trichoderma sp.FAW,C3,6,FAW,1,9.57,2
Trichoderma sp.FAW,C3,6,FAW,2,9.3,3
Trichoderma sp.FAW,C3,6,FAW,2,10.7,4
Trichoderma sp.FAW,C3,6,FAW,3,9.89,5
M.pingshaense,C3,7,C.butyrospermi,1,21.6,1
M.pingshaense,C3,7,C.butyrospermi,1,25,2
M.pingshaense,C3,7,C.butyrospermi,0,26.6,3
M.pingshaense,C3,7,C.butyrospermi,0,28.7,4
M.pingshaense,C3,7,C.butyrospermi,1,28.1,5
M.pingshaense,C3,7,FAW,1,16.87,1
M.pingshaense,C3,7,FAW,1,16.2,2
M.pingshaense,C3,7,FAW,1,17.3,3
M.pingshaense,C3,7,FAW,1,15.8,4
M.pingshaense,C3,7,FAW,2,15.9,5
Metarhizium sp.FAW,C3,7,C.butyrospermi,2,21.2,1
Metarhizium sp.FAW,C3,7,C.butyrospermi,1,11.3,2
Metarhizium sp.FAW,C3,7,C.butyrospermi,2,18.4,3
Metarhizium sp.FAW,C3,7,C.butyrospermi,2,12.4,4
Metarhizium sp.FAW,C3,7,C.butyrospermi,3,20.3,5
Metarhizium sp.FAW,C3,7,FAW,3,7.63,1
Metarhizium sp.FAW,C3,7,FAW,2,0,2
Metarhizium sp.FAW,C3,7,FAW,3,1.9,3
Metarhizium sp.FAW,C3,7,FAW,2,3.29,4
Metarhizium sp.FAW,C3,7,FAW,2,4.57,5
Trichoderma sp.FAW,C3,7,C.butyrospermi,2,12.95,1
Trichoderma sp.FAW,C3,7,C.butyrospermi,4,10.98,2
Trichoderma sp.FAW,C3,7,C.butyrospermi,1,0,3
Trichoderma sp.FAW,C3,7,C.butyrospermi,3,12.3,4
Trichoderma sp.FAW,C3,7,C.butyrospermi,1,16.9,5
Trichoderma sp.FAW,C3,7,FAW,4,7.3,1
Trichoderma sp.FAW,C3,7,FAW,1,8.43,2
Trichoderma sp.FAW,C3,7,FAW,3,0,3
Trichoderma sp.FAW,C3,7,FAW,2,9.5,4
Trichoderma sp.FAW,C3,7,FAW,0,7.54,5
M.pingshaense,C3,8,C.butyrospermi,1,20.1,1
M.pingshaense,C3,8,C.butyrospermi,1,24.9,2
M.pingshaense,C3,8,C.butyrospermi,1,25.5,3
M.pingshaense,C3,8,C.butyrospermi,1,26.3,4
M.pingshaense,C3,8,C.butyrospermi,1,27.1,5
M.pingshaense,C3,8,FAW,2,15.9,1
M.pingshaense,C3,8,FAW,2,16,2
M.pingshaense,C3,8,FAW,1,16.9,3
M.pingshaense,C3,8,FAW,2,14.7,4
M.pingshaense,C3,8,FAW,0,15.3,5
Metarhizium sp.FAW,C3,8,C.butyrospermi,3,18.53,1
Metarhizium sp.FAW,C3,8,C.butyrospermi,2,11.17,2
Metarhizium sp.FAW,C3,8,C.butyrospermi,3,16.2,3
Metarhizium sp.FAW,C3,8,C.butyrospermi,0,11.2,4
Metarhizium sp.FAW,C3,8,C.butyrospermi,1,19.4,5
Metarhizium sp.FAW,C3,8,FAW,4,5.21,1
Metarhizium sp.FAW,C3,8,FAW,3,0,2
Metarhizium sp.FAW,C3,8,FAW,2,0,3
Metarhizium sp.FAW,C3,8,FAW,2,1.38,4
Metarhizium sp.FAW,C3,8,FAW,4,0,5
Trichoderma sp.FAW,C3,8,C.butyrospermi,3,12.94,1
Trichoderma sp.FAW,C3,8,C.butyrospermi,2,7.43,2
Trichoderma sp.FAW,C3,8,C.butyrospermi,2,0,3
Trichoderma sp.FAW,C3,8,C.butyrospermi,1,11.4,4
Trichoderma sp.FAW,C3,8,C.butyrospermi,2,16.4,5
Trichoderma sp.FAW,C3,8,FAW,5,6.8,1
Trichoderma sp.FAW,C3,8,FAW,4,0,2
Trichoderma sp.FAW,C3,8,FAW,2,0,3
Trichoderma sp.FAW,C3,8,FAW,4,0,4
Trichoderma sp.FAW,C3,8,FAW,4,6.65,5
M.pingshaense,C3,9,C.butyrospermi,2,18.2,1
M.pingshaense,C3,9,C.butyrospermi,1,24.3,2
M.pingshaense,C3,9,C.butyrospermi,1,25.2,3
M.pingshaense,C3,9,C.butyrospermi,3,24.2,4
M.pingshaense,C3,9,C.butyrospermi,3,24.4,5
M.pingshaense,C3,9,FAW,1,15.5,1
M.pingshaense,C3,9,FAW,1,15.56,2
M.pingshaense,C3,9,FAW,1,16.2,3
M.pingshaense,C3,9,FAW,1,14.5,4
M.pingshaense,C3,9,FAW,1,15.1,5
Metarhizium sp.FAW,C3,9,C.butyrospermi,1,16.35,1
Metarhizium sp.FAW,C3,9,C.butyrospermi,1,10.96,2
Metarhizium sp.FAW,C3,9,C.butyrospermi,3,14.4,3
Metarhizium sp.FAW,C3,9,C.butyrospermi,2,11.1,4
Metarhizium sp.FAW,C3,9,C.butyrospermi,2,17.4,5
Metarhizium sp.FAW,C3,9,FAW,1,3.23,1
Metarhizium sp.FAW,C3,9,FAW,7,0,2
Metarhizium sp.FAW,C3,9,FAW,6,0,3
Metarhizium sp.FAW,C3,9,FAW,2,0,4
Metarhizium sp.FAW,C3,9,FAW,3,0,5
Trichoderma sp.FAW,C3,9,C.butyrospermi,3,11.76,1
Trichoderma sp.FAW,C3,9,C.butyrospermi,1,5.68,2
Trichoderma sp.FAW,C3,9,C.butyrospermi,2,0,3
Trichoderma sp.FAW,C3,9,C.butyrospermi,1,9.3,4
Trichoderma sp.FAW,C3,9,C.butyrospermi,1,8.5,5
Trichoderma sp.FAW,C3,9,FAW,3,0,1
Trichoderma sp.FAW,C3,9,FAW,3,0,2
Trichoderma sp.FAW,C3,9,FAW,2,0,3
Trichoderma sp.FAW,C3,9,FAW,1,0,4
Trichoderma sp.FAW,C3,9,FAW,2,3.67,5
M.pingshaense,C3,10,C.butyrospermi,2,17.1,1
M.pingshaense,C3,10,C.butyrospermi,2,22.58,2
M.pingshaense,C3,10,C.butyrospermi,1,25.1,3
M.pingshaense,C3,10,C.butyrospermi,1,23.9,4
M.pingshaense,C3,10,C.butyrospermi,2,22.3,5
M.pingshaense,C3,10,FAW,1,14.6,1
M.pingshaense,C3,10,FAW,1,15.3,2
M.pingshaense,C3,10,FAW,1,15.78,3
M.pingshaense,C3,10,FAW,1,14.9,4
M.pingshaense,C3,10,FAW,2,14.7,5
Metarhizium sp.FAW,C3,10,C.butyrospermi,4,14.52,1
Metarhizium sp.FAW,C3,10,C.butyrospermi,1,10.91,2
Metarhizium sp.FAW,C3,10,C.butyrospermi,4,10.4,3
Metarhizium sp.FAW,C3,10,C.butyrospermi,1,10.98,4
Metarhizium sp.FAW,C3,10,C.butyrospermi,3,15.2,5
Metarhizium sp.FAW,C3,10,FAW,2,2.4,1
Metarhizium sp.FAW,C3,10,FAW,3,0,2
Metarhizium sp.FAW,C3,10,FAW,4,0,3
Metarhizium sp.FAW,C3,10,FAW,3,0,4
Metarhizium sp.FAW,C3,10,FAW,2,0,5
Trichoderma sp.FAW,C3,10,C.butyrospermi,2,11.53,1
Trichoderma sp.FAW,C3,10,C.butyrospermi,3,5.7,2
Trichoderma sp.FAW,C3,10,C.butyrospermi,2,0,3
Trichoderma sp.FAW,C3,10,C.butyrospermi,4,0,4
Trichoderma sp.FAW,C3,10,C.butyrospermi,1,0,5
Trichoderma sp.FAW,C3,10,FAW,1,0,1
Trichoderma sp.FAW,C3,10,FAW,1,0,2
Trichoderma sp.FAW,C3,10,FAW,3,0,3
Trichoderma sp.FAW,C3,10,FAW,3,0,4
Trichoderma sp.FAW,C3,10,FAW,2,0,5
M.pingshaense,C3,11,C.butyrospermi,1,17.2,1
M.pingshaense,C3,11,C.butyrospermi,1,21.7,2
M.pingshaense,C3,11,C.butyrospermi,1,24.8,3
M.pingshaense,C3,11,C.butyrospermi,2,22.7,4
M.pingshaense,C3,11,C.butyrospermi,1,21.6,5
M.pingshaense,C3,11,FAW,3,12.35,1
M.pingshaense,C3,11,FAW,1,15.2,2
M.pingshaense,C3,11,FAW,1,15.29,3
M.pingshaense,C3,11,FAW,2,14.34,4
M.pingshaense,C3,11,FAW,1,14.5,5
Metarhizium sp.FAW,C3,11,C.butyrospermi,2,13.4,1
Metarhizium sp.FAW,C3,11,C.butyrospermi,2,10.85,2
Metarhizium sp.FAW,C3,11,C.butyrospermi,0,10.4,3
Metarhizium sp.FAW,C3,11,C.butyrospermi,1,10.7,4
Metarhizium sp.FAW,C3,11,C.butyrospermi,1,12.3,5
Metarhizium sp.FAW,C3,11,FAW,2,2.1,1
Metarhizium sp.FAW,C3,11,FAW,2,0,2
Metarhizium sp.FAW,C3,11,FAW,1,0,3
Metarhizium sp.FAW,C3,11,FAW,2,0,4
Metarhizium sp.FAW,C3,11,FAW,1,0,5
Trichoderma sp.FAW,C3,11,C.butyrospermi,2,11.27,1
Trichoderma sp.FAW,C3,11,C.butyrospermi,2,4.5,2
Trichoderma sp.FAW,C3,11,C.butyrospermi,1,0,3
Trichoderma sp.FAW,C3,11,C.butyrospermi,2,0,4
Trichoderma sp.FAW,C3,11,C.butyrospermi,3,0,5
Trichoderma sp.FAW,C3,11,FAW,1,0,1
Trichoderma sp.FAW,C3,11,FAW,1,0,2
Trichoderma sp.FAW,C3,11,FAW,2,0,3
Trichoderma sp.FAW,C3,11,FAW,1,0,4
Trichoderma sp.FAW,C3,11,FAW,2,0,5
M.pingshaense,C3,12,C.butyrospermi,1,16.6,1
M.pingshaense,C3,12,C.butyrospermi,1,21.2,2
M.pingshaense,C3,12,C.butyrospermi,1,24.2,3
M.pingshaense,C3,12,C.butyrospermi,2,21.6,4
M.pingshaense,C3,12,C.butyrospermi,1,21.3,5
M.pingshaense,C3,12,FAW,1,12.1,1
M.pingshaense,C3,12,FAW,1,15.1,2
M.pingshaense,C3,12,FAW,1,14.94,3
M.pingshaense,C3,12,FAW,1,14.2,4
M.pingshaense,C3,12,FAW,2,13.5,5
Metarhizium sp.FAW,C3,12,C.butyrospermi,2,12.24,1
Metarhizium sp.FAW,C3,12,C.butyrospermi,1,10.72,2
Metarhizium sp.FAW,C3,12,C.butyrospermi,1,9.83,3
Metarhizium sp.FAW,C3,12,C.butyrospermi,3,10.7,4
Metarhizium sp.FAW,C3,12,C.butyrospermi,2,9.96,5
Metarhizium sp.FAW,C3,12,FAW,1,1.32,1
Metarhizium sp.FAW,C3,12,FAW,0,0,2
Metarhizium sp.FAW,C3,12,FAW,2,0,3
Metarhizium sp.FAW,C3,12,FAW,1,0,4
Metarhizium sp.FAW,C3,12,FAW,2,0,5
Trichoderma sp.FAW,C3,12,C.butyrospermi,2,11.06,1
Trichoderma sp.FAW,C3,12,C.butyrospermi,1,4.7,2
Trichoderma sp.FAW,C3,12,C.butyrospermi,1,0,3
Trichoderma sp.FAW,C3,12,C.butyrospermi,2,0,4
Trichoderma sp.FAW,C3,12,C.butyrospermi,1,0,5
Trichoderma sp.FAW,C3,12,FAW,1,0,1
Trichoderma sp.FAW,C3,12,FAW,1,0,2
Trichoderma sp.FAW,C3,12,FAW,2,0,3
Trichoderma sp.FAW,C3,12,FAW,2,0,4
Trichoderma sp.FAW,C3,12,FAW,3,0,5
M.pingshaense,C3,13,C.butyrospermi,1,16.8,1
M.pingshaense,C3,13,C.butyrospermi,0,21.1,2
M.pingshaense,C3,13,C.butyrospermi,1,24.1,3
M.pingshaense,C3,13,C.butyrospermi,1,20.3,4
M.pingshaense,C3,13,C.butyrospermi,1,21.1,5
M.pingshaense,C3,13,FAW,1,11.91,1
M.pingshaense,C3,13,FAW,2,14.6,2
M.pingshaense,C3,13,FAW,0,14.9,3
M.pingshaense,C3,13,FAW,1,13.9,4
M.pingshaense,C3,13,FAW,0,13.7,5
Metarhizium sp.FAW,C3,13,C.butyrospermi,1,11.23,1
Metarhizium sp.FAW,C3,13,C.butyrospermi,2,10.65,2
Metarhizium sp.FAW,C3,13,C.butyrospermi,1,9.41,3
Metarhizium sp.FAW,C3,13,C.butyrospermi,2,10.8,4
Metarhizium sp.FAW,C3,13,C.butyrospermi,1,9.5,5
Metarhizium sp.FAW,C3,13,FAW,0,0.57,1
Metarhizium sp.FAW,C3,13,FAW,0,0,2
Metarhizium sp.FAW,C3,13,FAW,0,0,3
Metarhizium sp.FAW,C3,13,FAW,2,0,4
Metarhizium sp.FAW,C3,13,FAW,1,0,5
Trichoderma sp.FAW,C3,13,C.butyrospermi,1,10.97,1
Trichoderma sp.FAW,C3,13,C.butyrospermi,1,3.9,2
Trichoderma sp.FAW,C3,13,C.butyrospermi,3,0,3
Trichoderma sp.FAW,C3,13,C.butyrospermi,0,0,4
Trichoderma sp.FAW,C3,13,C.butyrospermi,2,0,5
Trichoderma sp.FAW,C3,13,FAW,0,0,1
Trichoderma sp.FAW,C3,13,FAW,3,0,2
Trichoderma sp.FAW,C3,13,FAW,0,0,3
Trichoderma sp.FAW,C3,13,FAW,0,0,4
Trichoderma sp.FAW,C3,13,FAW,2,3.65,5
M.pingshaense,C3,14,C.butyrospermi,1,16.51,1
M.pingshaense,C3,14,C.butyrospermi,0,21.2,2
M.pingshaense,C3,14,C.butyrospermi,1,23.8,3
M.pingshaense,C3,14,C.butyrospermi,0,20.2,4
M.pingshaense,C3,14,C.butyrospermi,1,20.8,5
M.pingshaense,C3,14,FAW,1,11.7,1
M.pingshaense,C3,14,FAW,0,14.3,2
M.pingshaense,C3,14,FAW,0,14.89,3
M.pingshaense,C3,14,FAW,1,13.3,4
M.pingshaense,C3,14,FAW,1,13.1,5
Metarhizium sp.FAW,C3,14,C.butyrospermi,0,10.27,1
Metarhizium sp.FAW,C3,14,C.butyrospermi,0,10.51,2
Metarhizium sp.FAW,C3,14,C.butyrospermi,1,9.4,3
Metarhizium sp.FAW,C3,14,C.butyrospermi,1,10.85,4
Metarhizium sp.FAW,C3,14,C.butyrospermi,0,9.6,5
Metarhizium sp.FAW,C3,14,FAW,0,0,1
Metarhizium sp.FAW,C3,14,FAW,0,0,2
Metarhizium sp.FAW,C3,14,FAW,1,0,3
Metarhizium sp.FAW,C3,14,FAW,1,0,4
Metarhizium sp.FAW,C3,14,FAW,1,0,5
Trichoderma sp.FAW,C3,14,C.butyrospermi,1,10.94,1
Trichoderma sp.FAW,C3,14,C.butyrospermi,0,3.9,2
Trichoderma sp.FAW,C3,14,C.butyrospermi,2,0,3
Trichoderma sp.FAW,C3,14,C.butyrospermi,0,0,4
Trichoderma sp.FAW,C3,14,C.butyrospermi,2,0,5
Trichoderma sp.FAW,C3,14,FAW,0,0,1
Trichoderma sp.FAW,C3,14,FAW,2,0,2
Trichoderma sp.FAW,C3,14,FAW,0,0,3
Trichoderma sp.FAW,C3,14,FAW,0,0,4
Trichoderma sp.FAW,C3,14,FAW,0,0,5
M.pingshaense,C3,Alives,C.butyrospermi,12,16.44,1
M.pingshaense,C3,Alives,C.butyrospermi,15,20.9,2
M.pingshaense,C3,Alives,C.butyrospermi,15,23.6,3
M.pingshaense,C3,Alives,C.butyrospermi,15,19.9,4
M.pingshaense,C3,Alives,C.butyrospermi,14,20.6,5
M.pingshaense,C3,Alives,FAW,12,12.4,1
M.pingshaense,C3,Alives,FAW,14,13.15,2
M.pingshaense,C3,Alives,FAW,16,14.8,3
M.pingshaense,C3,Alives,FAW,11,11.9,4
M.pingshaense,C3,Alives,FAW,13,12.96,5
Metarhizium sp.FAW,C3,Alives,C.butyrospermi,5,9.4,1
Metarhizium sp.FAW,C3,Alives,C.butyrospermi,6,10.4,2
Metarhizium sp.FAW,C3,Alives,C.butyrospermi,5,9.37,3
Metarhizium sp.FAW,C3,Alives,C.butyrospermi,7,10.89,4
Metarhizium sp.FAW,C3,Alives,C.butyrospermi,6,9.4,5
Metarhizium sp.FAW,C3,Alives,FAW,0,0,1
Metarhizium sp.FAW,C3,Alives,FAW,1,0,2
Metarhizium sp.FAW,C3,Alives,FAW,0,0,3
Metarhizium sp.FAW,C3,Alives,FAW,2,0,4
Metarhizium sp.FAW,C3,Alives,FAW,3,0,5
Trichoderma sp.FAW,C3,Alives,C.butyrospermi,6,10.73,1
Trichoderma sp.FAW,C3,Alives,C.butyrospermi,5,3.8,2
Trichoderma sp.FAW,C3,Alives,C.butyrospermi,4,0,3
Trichoderma sp.FAW,C3,Alives,C.butyrospermi,7,0,4
Trichoderma sp.FAW,C3,Alives,C.butyrospermi,8,0,5
Trichoderma sp.FAW,C3,Alives,FAW,3,0,1
Trichoderma sp.FAW,C3,Alives,FAW,2,0,2
Trichoderma sp.FAW,C3,Alives,FAW,4,0,3
Trichoderma sp.FAW,C3,Alives,FAW,5,0,4
Trichoderma sp.FAW,C3,Alives,FAW,2,3.54,5
